,YRN-16 01,YRN-16 02,YRN-16 03,YRN-16 04,YRN-16 05,T(YRN) YRN-16-1908 1,T(YRN) YRN-16-1908 2,T(YRN) YRN-16-1908 3,T(YRN) YRN-16-1908 4,T(YRN) YRN-16-1908 5
59.40078159,0.468002036,-0.650646182,-2.33557115,-2.945713749,1.071271924,-3.869409113,-1.501388487,-0.909791615,0.113821988,-7.098503005
59.48762484,0.45998214,-0.651559524,-2.336583999,-2.94573448,1.066679669,-3.875421717,-1.501378987,-0.889135667,0.108950069,-7.096108281
59.57446809,0.451962244,-0.652472865,-2.337596847,-2.945755212,1.062087415,-3.881434322,-1.501369487,-0.868479719,0.10407815,-7.093713558
59.66131133,0.443942349,-0.653386206,-2.338609696,-2.945775943,1.05749516,-3.887446927,-1.501359987,-0.847823771,0.099206231,-7.091318835
59.74815458,0.435922453,-0.654299548,-2.339622545,-2.945796675,1.052902905,-3.893459532,-1.501350487,-0.827167823,0.094334313,-7.088924111
59.83499783,0.427902557,-0.655212889,-2.340635393,-2.945817406,1.048310651,-3.899472136,-1.501340988,-0.806511875,0.089462394,-7.086529388
59.92184108,0.419882662,-0.65612623,-2.341648242,-2.945838138,1.043718396,-3.905484741,-1.501331488,-0.785855927,0.084590475,-7.084134664
60.00868432,0.411862766,-0.657039572,-2.34266109,-2.945858869,1.039126142,-3.911497346,-1.501321988,-0.765199979,0.079718556,-7.081739941
60.09552757,0.40384287,-0.657952913,-2.343673939,-2.945879601,1.034533887,-3.917509951,-1.501312488,-0.744544031,0.074846637,-7.079345218
60.18237082,0.395822975,-0.658866254,-2.344686788,-2.945900332,1.029941632,-3.923522555,-1.501302988,-0.723888083,0.069974719,-7.076950494
60.26921407,0.387803079,-0.659779596,-2.345699636,-2.945921064,1.025349378,-3.92953516,-1.501293489,-0.703232135,0.0651028,-7.074555771
60.35605732,0.379783183,-0.660692937,-2.346712485,-2.945941795,1.020757123,-3.935547765,-1.501283989,-0.682576187,0.060230881,-7.072161047
60.44290056,0.371763288,-0.661606279,-2.347725334,-2.945962527,1.016164868,-3.94156037,-1.501274489,-0.661920239,0.055358962,-7.069766324
60.52974381,0.363743392,-0.66251962,-2.348738182,-2.945983258,1.011572614,-3.947572974,-1.501264989,-0.641264291,0.050487043,-7.067371601
60.61658706,0.355723496,-0.663432961,-2.349751031,-2.94600399,1.006980359,-3.953585579,-1.501255489,-0.620608343,0.045615125,-7.064976877
60.70343031,0.347703601,-0.664346303,-2.350763879,-2.946024721,1.002388105,-3.959598184,-1.501245989,-0.599952395,0.040743206,-7.062582154
60.79027356,0.339683705,-0.665259644,-2.351776728,-2.946045453,0.99779585,-3.965610789,-1.50123649,-0.579296447,0.035871287,-7.06018743
60.8771168,0.331663809,-0.666172985,-2.352789577,-2.946066184,0.993203595,-3.971623393,-1.50122699,-0.558640499,0.030999368,-7.057792707
60.96396005,0.323643914,-0.667086327,-2.353802425,-2.946086916,0.988611341,-3.977635998,-1.50121749,-0.537984551,0.026127449,-7.055397984
61.0508033,0.315624018,-0.667999668,-2.354815274,-2.946107647,0.984019086,-3.983648603,-1.50120799,-0.517328603,0.021255531,-7.05300326
61.13764655,0.307604122,-0.668913009,-2.355828122,-2.946128379,0.979426831,-3.989661208,-1.50119849,-0.496672655,0.016383612,-7.050608537
61.2244898,0.299584227,-0.669826351,-2.356840971,-2.94614911,0.974834577,-3.995673812,-1.501188991,-0.476016707,0.011511693,-7.048213813
61.31133304,0.291564331,-0.670739692,-2.35785382,-2.946169842,0.970242322,-4.001686417,-1.501179491,-0.455360759,0.006639774,-7.04581909
61.39817629,0.283544435,-0.671653034,-2.358866668,-2.946190573,0.965650067,-4.007699022,-1.501169991,-0.434704811,0.001767855,-7.043424367
61.48501954,0.275524539,-0.672566375,-2.359879517,-2.946211305,0.961057813,-4.013711627,-1.501160491,-0.414048863,-0.003104063,-7.041029643
61.57186279,0.267504644,-0.673479716,-2.360892366,-2.946232036,0.956465558,-4.019724231,-1.501150991,-0.393392915,-0.007975982,-7.03863492
61.65870604,0.259484748,-0.674393058,-2.361905214,-2.946252768,0.951873304,-4.025736836,-1.501141491,-0.372736967,-0.012847901,-7.036240197
61.74554928,0.251464852,-0.675306399,-2.362918063,-2.946273499,0.947281049,-4.031749441,-1.501131992,-0.352081019,-0.01771982,-7.033845473
61.83239253,0.243444957,-0.67621974,-2.363930911,-2.946294231,0.942688794,-4.037762046,-1.501122492,-0.331425071,-0.022591739,-7.03145075
61.91923578,0.235425061,-0.677133082,-2.36494376,-2.946314962,0.93809654,-4.04377465,-1.501112992,-0.310769123,-0.027463657,-7.029056026
62.00607903,0.227405165,-0.678046423,-2.365956609,-2.946335694,0.933504285,-4.049787255,-1.501103492,-0.290113175,-0.032335576,-7.026661303
62.09292228,0.21938527,-0.678959764,-2.366969457,-2.946356425,0.92891203,-4.05579986,-1.501093992,-0.269457227,-0.037207495,-7.02426658
62.17976552,0.211365374,-0.679873106,-2.367982306,-2.946377157,0.924319776,-4.061812465,-1.501084493,-0.248801279,-0.042079414,-7.021871856
62.26660877,0.203345478,-0.680786447,-2.368995154,-2.946397888,0.919727521,-4.067825069,-1.501074993,-0.228145331,-0.046951332,-7.019477133
62.35345202,0.195325583,-0.681699789,-2.370008003,-2.94641862,0.915135267,-4.073837674,-1.501065493,-0.207489383,-0.051823251,-7.017082409
62.44029527,0.187305687,-0.68261313,-2.371020852,-2.946439351,0.910543012,-4.079850279,-1.501055993,-0.186833435,-0.05669517,-7.014687686
62.52713851,0.179285791,-0.683526471,-2.3720337,-2.946460083,0.905950757,-4.085862884,-1.501046493,-0.166177487,-0.061567089,-7.012292963
62.61398176,0.171265896,-0.684439813,-2.373046549,-2.946480814,0.901358503,-4.091875488,-1.501036993,-0.145521539,-0.066439008,-7.009898239
62.70082501,0.163246,-0.685353154,-2.374059398,-2.946501546,0.896766248,-4.097888093,-1.501027494,-0.124865591,-0.071310926,-7.007503516
62.78766826,0.155226104,-0.686266495,-2.375072246,-2.946522277,0.892173993,-4.103900698,-1.501017994,-0.104209643,-0.076182845,-7.005108792
62.87451151,0.147206209,-0.687179837,-2.376085095,-2.946543009,0.887581739,-4.109913303,-1.501008494,-0.083553695,-0.081054764,-7.002714069
62.96135475,0.139186313,-0.688093178,-2.377097943,-2.94656374,0.882989484,-4.115925907,-1.500998994,-0.062897747,-0.085926683,-7.000319346
63.048198,0.131166417,-0.68900652,-2.378110792,-2.946584472,0.87839723,-4.121938512,-1.500989494,-0.042241799,-0.090798602,-6.997924622
63.13504125,0.123146522,-0.689919861,-2.379123641,-2.946605203,0.873804975,-4.127951117,-1.500979995,-0.025746426,-0.09567052,-6.995529899
63.2218845,0.115126626,-0.690833202,-2.380136489,-2.946625935,0.86921272,-4.133963722,-1.500970495,-0.019943789,-0.100542439,-6.993135175
63.30872775,0.10710673,-0.691746544,-2.381149338,-2.946646666,0.864620466,-4.139976327,-1.500960995,-0.014141151,-0.105414358,-6.990740452
63.39557099,0.099086835,-0.692659885,-2.382162186,-2.946667398,0.860028211,-4.145988931,-1.500951495,-0.008338513,-0.110286277,-6.988345729
63.48241424,0.091066939,-0.693573226,-2.383175035,-2.946688129,0.855435956,-4.152001536,-1.500941995,-0.002535876,-0.115158196,-6.985951005
63.56925749,0.083047043,-0.694486568,-2.384187884,-2.946708861,0.850843702,-4.158014141,-1.500932495,0.003266762,-0.120030114,-6.983556282
63.65610074,0.075027148,-0.695399909,-2.385200732,-2.946729592,0.846251447,-4.164026746,-1.500922996,0.009069399,-0.124902033,-6.981161559
63.74294399,0.067007252,-0.69631325,-2.386213581,-2.946750324,0.841659192,-4.17003935,-1.500913496,0.014872037,-0.129773952,-6.978766835
63.82978723,0.058987356,-0.697226592,-2.38722643,-2.946771055,0.837066938,-4.176051955,-1.500903996,0.020674674,-0.134645871,-6.976372112
63.91663048,0.050967461,-0.698139933,-2.388239278,-2.946791787,0.832474683,-4.18206456,-1.500894496,0.026477312,-0.13951779,-6.973977388
64.00347373,0.042947565,-0.699053275,-2.389252127,-2.946812518,0.827882429,-4.188077165,-1.500884996,0.03227995,-0.144389708,-6.971582665
64.09031698,0.034927669,-0.699966616,-2.390264975,-2.94683325,0.823290174,-4.194089769,-1.500875497,0.038082587,-0.149261627,-6.969187942
64.17716023,0.026907774,-0.700879957,-2.391277824,-2.946853981,0.818697919,-4.200102374,-1.500865997,0.043885225,-0.154133546,-6.966793218
64.26400347,0.018887878,-0.701793299,-2.392290673,-2.946874713,0.814105665,-4.206114979,-1.500856497,0.049687862,-0.159005465,-6.964398495
64.35084672,0.010867982,-0.70270664,-2.393303521,-2.946895444,0.80951341,-4.212127584,-1.500846997,0.0554905,-0.163877384,-6.962003771
64.43768997,0.002848086,-0.703619981,-2.39431637,-2.946916176,0.804921155,-4.218140188,-1.500837497,0.061293137,-0.168749302,-6.959609048
64.52453322,-0.005171809,-0.704533323,-2.395329219,-2.946936907,0.800328901,-4.224152793,-1.500827997,0.067095775,-0.173621221,-6.957214325
64.61137647,-0.013191705,-0.705446664,-2.396342067,-2.946957639,0.795736646,-4.230165398,-1.500818498,0.072898413,-0.17849314,-6.954819601
64.69821971,-0.021211601,-0.706360005,-2.397354916,-2.94697837,0.791144392,-4.236178003,-1.500808998,0.07870105,-0.183365059,-6.952424878
64.78506296,-0.029231496,-0.707273347,-2.398367764,-2.946999102,0.786552137,-4.242190607,-1.500799498,0.084503688,-0.188236978,-6.950030154
64.87190621,-0.037251392,-0.708186688,-2.399380613,-2.947019833,0.781959882,-4.248203212,-1.500789998,0.090306325,-0.193108896,-6.947635431
64.95874946,-0.045271288,-0.70910003,-2.400393462,-2.947040565,0.777367628,-4.254215817,-1.500780498,0.096108963,-0.197980815,-6.945240708
65.04559271,-0.053291183,-0.710013371,-2.40140631,-2.947061296,0.772775373,-4.260228422,-1.500770999,0.1019116,-0.202852734,-6.942845984
65.2192792,-0.061311079,-0.710926712,-2.402419159,-2.947082028,0.768183118,-4.266241026,-1.500761499,0.107714238,-0.207724653,-6.940451261
65.30612245,-0.069330975,-0.711840054,-2.403432007,-2.947102759,0.763590864,-4.272253631,-1.500751999,0.113516876,-0.212596572,-6.938056537
65.3929657,-0.07735087,-0.712753395,-2.404444856,-2.947123491,0.758998609,-4.278266236,-1.500742499,0.119319513,-0.21746849,-6.935661814
65.47980894,-0.085370766,-0.713666736,-2.405457705,-2.947144222,0.754406354,-4.284278841,-1.500732999,0.125122151,-0.222340409,-6.933267091
65.56665219,-0.093390662,-0.714580078,-2.406470553,-2.947164954,0.7498141,-4.290291445,-1.500723499,0.130924788,-0.227212328,-6.930872367
65.65349544,-0.101410557,-0.715493419,-2.407483402,-2.947185685,0.745221845,-4.29630405,-1.500714,0.136727426,-0.232084247,-6.928477644
65.74033869,-0.109430453,-0.71640676,-2.408496251,-2.947206417,0.740629591,-4.302316655,-1.5007045,0.142530063,-0.236956166,-6.926082921
65.82718194,-0.117450349,-0.717320102,-2.409509099,-2.947227148,0.736037336,-4.30832926,-1.500695,0.148332701,-0.241828084,-6.923688197
65.91402518,-0.125470244,-0.718233443,-2.410521948,-2.94724788,0.731445081,-4.314341864,-1.5006855,0.154135339,-0.246700003,-6.921293474
66.00086843,-0.13349014,-0.719146785,-2.411534796,-2.947268611,0.726852827,-4.320354469,-1.500676,0.159937976,-0.251571922,-6.91889875
66.08771168,-0.141510036,-0.720060126,-2.412547645,-2.947289343,0.722260572,-4.326367074,-1.500666501,0.165740614,-0.256443841,-6.916504027
66.17455493,-0.149529931,-0.720973467,-2.413560494,-2.947310074,0.718187227,-4.332379679,-1.500657001,0.171543251,-0.26131576,-6.914109304
66.26139818,-0.157549827,-0.721886809,-2.414573342,-2.947330806,0.715847149,-4.338392283,-1.500647501,0.177345889,-0.266187678,-6.91171458
66.34824142,-0.165569723,-0.72280015,-2.415586191,-2.947351537,0.713507071,-4.344404888,-1.500638001,0.183148526,-0.271059597,-6.909319857
66.43508467,-0.173589618,-0.723713491,-2.416599039,-2.947372269,0.711166993,-4.350417493,-1.500628501,0.188951164,-0.275931516,-6.906925133
66.52192792,-0.181609514,-0.724626833,-2.417611888,-2.947393,0.708826915,-4.356430098,-1.500619001,0.194753802,-0.280803435,-6.90453041
66.60877117,-0.18962941,-0.725540174,-2.418624737,-2.947413732,0.706486837,-4.362442702,-1.500609502,0.200556439,-0.285675354,-6.902135687
66.69561442,-0.197649305,-0.726453515,-2.419637585,-2.947434463,0.704146758,-4.368455307,-1.500600002,0.19241678,-0.290547272,-6.899740963
66.78245766,-0.205669201,-0.727366857,-2.420650434,-2.947455195,0.70180668,-4.374467912,-1.500590502,0.177604093,-0.295419191,-6.89734624
66.86930091,-0.213689097,-0.728280198,-2.421663283,-2.947475926,0.699466602,-4.380480517,-1.500581002,0.162791407,-0.30029111,-6.894951516
66.95614416,-0.221708992,-0.72919354,-2.422676131,-2.947496658,0.697126524,-4.386493121,-1.500571502,0.147978721,-0.305163029,-6.892556793
67.04298741,-0.229728888,-0.730106881,-2.42368898,-2.947517389,0.694786446,-4.392505726,-1.500562003,0.133166034,-0.310034948,-6.89016207
67.12983066,-0.237748784,-0.731020222,-2.424701828,-2.947538121,0.692446368,-4.398518331,-1.500552503,0.118353348,-0.314906866,-6.887767346
67.2166739,-0.245768679,-0.731933564,-2.425714677,-2.947558852,0.690106289,-4.404530936,-1.500543003,0.103540662,-0.319778785,-6.885372623
67.30351715,-0.253788575,-0.732846905,-2.426727526,-2.947579584,0.687766211,-4.41054354,-1.500533503,0.088727975,-0.324650704,-6.882977899
67.3903604,-0.261808471,-0.733760246,-2.427740374,-2.947600315,0.685426133,-4.416556145,-1.500524003,0.073915289,-0.329522623,-6.880583176
67.47720365,-0.269828367,-0.734673588,-2.428753223,-2.947621047,0.683086055,-4.42256875,-1.500514503,0.059102603,-0.334394542,-6.878188453
67.5640469,-0.277848262,-0.735586929,-2.429766072,-2.947641778,0.680745977,-4.428581355,-1.500505004,0.044289916,-0.33926646,-6.875793729
67.65089014,-0.285868158,-0.736500271,-2.43077892,-2.94766251,0.678405899,-4.434593959,-1.500495504,0.02947723,-0.344138379,-6.873399006
67.73773339,-0.293888054,-0.737413612,-2.431791769,-2.947683241,0.67606582,-4.440606564,-1.500486004,0.014664544,-0.349010298,-6.871004283
67.82457664,-0.301907949,-0.738326953,-2.432804617,-2.947703973,0.673725742,-4.446619169,-1.500476504,-0.000148143,-0.353882217,-6.868609559
67.91141989,-0.309927845,-0.739240295,-2.433817466,-2.947724704,0.671385664,-4.452631774,-1.500467004,-0.014960829,-0.358754136,-6.866214836
67.99826314,-0.317947741,-0.740153636,-2.434830315,-2.947745436,0.669045586,-4.458644378,-1.500457505,-0.029773516,-0.363626054,-6.863820112
68.08510638,-0.325967636,-0.741066977,-2.435843163,-2.947766167,0.666705508,-4.464656983,-1.500448005,-0.044586202,-0.368497973,-6.861425389
68.17194963,-0.333987532,-0.741980319,-2.436856012,-2.947786899,0.66436543,-4.470669588,-1.500438505,-0.059398888,-0.373369892,-6.859030666
68.25879288,-0.342007428,-0.74289366,-2.43786886,-2.94780763,0.662025351,-4.476682193,-1.500429005,-0.074211575,-0.378241811,-6.856635942
68.34563613,-0.350027323,-0.743807001,-2.438881709,-2.947828362,0.659685273,-4.482694797,-1.500419505,-0.089024261,-0.38311373,-6.854241219
68.43247937,-0.358047219,-0.744720343,-2.439894558,-2.947849093,0.657345195,-4.488707402,-1.500410005,-0.103836947,-0.387985648,-6.851846495
68.51932262,-0.366067115,-0.745633684,-2.440907406,-2.947869825,0.655005117,-4.494720007,-1.500400506,-0.118649634,-0.392857567,-6.849451772
68.60616587,-0.37408701,-0.746547026,-2.441920255,-2.947890556,0.652665039,-4.500732612,-1.500391006,-0.13346232,-0.397729486,-6.847057049
68.69300912,-0.382106906,-0.747460367,-2.442933104,-2.947911288,0.65032496,-4.506745216,-1.500381506,-0.148275006,-0.402601405,-6.844662325
68.77985237,-0.390126802,-0.748373708,-2.443945952,-2.947932019,0.647984882,-4.512757821,-1.500372006,-0.163087693,-0.407473324,-6.842267602
68.86669561,-0.398146697,-0.74928705,-2.444958801,-2.947952751,0.645644804,-4.518770426,-1.500362506,-0.177900379,-0.412345242,-6.839872878
68.95353886,-0.406166593,-0.750200391,-2.445971649,-2.947973482,0.643304726,-4.524783031,-1.500353007,-0.192713065,-0.417217161,-6.837478155
69.04038211,-0.414186489,-0.751113732,-2.446984498,-2.947994214,0.640964648,-4.530795636,-1.500343507,-0.207525752,-0.42208908,-6.835083432
69.12722536,-0.422206384,-0.752027074,-2.447997347,-2.948014945,0.63862457,-4.53680824,-1.500334007,-0.222338438,-0.426960999,-6.832688708
69.21406861,-0.43022628,-0.752940415,-2.449010195,-2.948035677,0.636284491,-4.542820845,-1.500324507,-0.237151124,-0.431832918,-6.830293985
69.30091185,-0.438246176,-0.753853756,-2.450023044,-2.948056408,0.633944413,-4.54883345,-1.500315007,-0.251963811,-0.436704836,-6.827899262
69.3877551,-0.446266071,-0.754767098,-2.451035892,-2.94807714,0.631604335,-4.554846055,-1.500305507,-0.266776497,-0.441576755,-6.825504538
69.47459835,-0.454285967,-0.755680439,-2.452048741,-2.948097871,0.629264257,-4.560858659,-1.500296008,-0.281589183,-0.446448674,-6.823109815
69.5614416,-0.462305863,-0.756593781,-2.45306159,-2.948118603,0.626924179,-4.566871264,-1.500286508,-0.29640187,-0.451320593,-6.820715091
69.64828485,-0.470325758,-0.757507122,-2.454074438,-2.948139334,0.624584101,-4.572883869,-1.500277008,-0.311214556,-0.456192512,-6.818320368
69.73512809,-0.478345654,-0.758420463,-2.455087287,-2.948160066,0.622244022,-4.578896474,-1.500267508,-0.326027242,-0.46106443,-6.815925645
69.82197134,-0.48636555,-0.759333805,-2.456100136,-2.948180797,0.619903944,-4.584909078,-1.500258008,-0.340839929,-0.465936349,-6.813530921
69.90881459,-0.494385445,-0.760247146,-2.457112984,-2.948201529,0.617563866,-4.579330556,-1.500248509,-0.355652615,-0.470808268,-6.811136198
69.99565784,-0.502405341,-0.761160487,-2.458125833,-2.94822226,0.615223788,-3.987572205,-1.500239009,-0.370465301,-0.475680187,-6.808741474
70.08250109,-0.510425237,-0.762073829,-2.459138681,-2.948242992,0.61288371,-3.395813853,-1.500229509,-0.385277988,-0.480552106,-6.806346751
70.16934433,-0.518445132,-0.76298717,-2.46015153,-2.948263723,0.610543632,-2.804055501,-1.500220009,-0.400090674,-0.485424024,-6.803952028
70.25618758,-0.526465028,-0.763900511,-2.461164379,-2.948284455,0.608203553,-2.212297149,-1.500210509,-0.41490336,-0.490295943,-6.801557304
70.34303083,-0.534484924,-0.764813853,-2.462177227,-2.948305186,0.605863475,-1.66977364,-1.500201009,-0.429716047,-0.495167862,-6.799162581
70.42987408,-0.54250482,-0.765727194,-2.463190076,-2.948325918,0.603523397,-1.736303369,-1.50019151,-0.444528733,-0.500039781,-6.796767857
70.51671733,-0.550524715,-0.766640536,-2.464202924,-2.948346649,0.601183319,-1.802833097,-1.50018201,-0.45934142,-0.504911699,-6.794373134
70.60356057,-0.558544611,-0.767553877,-2.465215773,-2.948367381,0.598843241,-1.869362826,-1.50017251,-0.474154106,-0.509783618,-6.791978411
70.69040382,-0.566564507,-0.768467218,-2.466228622,-2.948388112,0.596503162,-1.935892554,-1.50016301,-0.488966792,-0.514655537,-6.789583687
70.77724707,-0.574584402,-0.76938056,-2.46724147,-2.948408844,0.594163084,-2.002422283,-1.50015351,-0.503779479,-0.519527456,-6.787188964
70.86409032,-0.582604298,-0.770293901,-2.468254319,-2.948429575,0.591823006,-2.068952011,-1.500144011,-0.518592165,-0.524399375,-6.78479424
70.95093356,-0.590624194,-0.771207242,-2.469267168,-2.948450307,0.589482928,-2.13548174,-1.500134511,-0.533404851,-0.529271293,-6.782399517
71.03777681,-0.598644089,-0.772120584,-2.470280016,-2.948471038,0.58714285,-2.202011468,-1.500125011,-0.548217538,-0.534143212,-6.780004794
71.12462006,-0.606663985,-0.773033925,-2.471292865,-2.94849177,0.584802772,-2.268541197,-1.500115511,-0.563030224,-0.539015131,-6.77761007
71.21146331,-0.614683881,-0.773947267,-2.472305713,-2.948512501,0.582462693,-2.380711693,-1.500106011,-0.57784291,-0.54388705,-6.775215347
71.29830656,-0.622703776,-0.774860608,-2.473318562,-2.948533233,0.580122615,-2.6931566,-1.500096511,-0.592655597,-0.548758969,-6.772820624
71.3851498,-0.630723672,-0.775773949,-2.474331411,-2.948553964,0.577782537,-3.005601507,-1.500087012,-0.607468283,-0.553630887,-6.7704259
71.47199305,-0.638743568,-0.776687291,-2.475344259,-2.948574696,0.575442459,-3.318046414,-1.500077512,-0.622280969,-0.558502806,-6.768031177
71.5588363,-0.646763463,-0.777600632,-2.476357108,-2.948595427,0.573102381,-3.630491321,-1.500068012,-0.637093656,-0.563374725,-6.765636453
71.64567955,-0.654783359,-0.778513973,-2.477369957,-2.948616159,0.570762303,-3.868184329,-1.500058512,-0.651906342,-0.568246644,-6.76324173
71.7325228,-0.662803255,-0.779427315,-2.478382805,-2.94863689,0.568422224,-3.870451817,-1.500049012,-0.666719028,-0.573118563,-6.760847007
71.81936604,-0.67082315,-0.780340656,-2.479395654,-2.948657622,0.566082146,-3.872719306,-1.500039513,-0.681531715,-0.577990481,-6.758452283
71.90620929,-0.678843046,-0.781253997,-2.480408502,-2.948678353,0.563742068,-3.874986794,-1.500030013,-0.696344401,-0.5828624,-6.75605756
71.99305254,-0.686862942,-0.782167339,-2.481421351,-2.948699085,0.56140199,-3.877254282,-1.500020513,-0.711157087,-0.587734319,-6.753662836
72.07989579,-0.694882837,-0.78308068,-2.4824342,-2.948719816,0.559061912,-3.879521771,-1.500011013,-0.725969774,-0.592606238,-6.751268113
72.16673904,-0.702902733,-0.783994022,-2.483447048,-2.948740548,0.556721834,-3.881789259,-1.500001513,-0.74078246,-0.597478157,-6.74887339
72.25358228,-0.710922629,-0.784907363,-2.484459897,-2.948761279,0.554381755,-3.884056748,-1.499992014,-0.755595146,-0.602350075,-6.746478666
72.34042553,-0.718942524,-0.785820704,-2.485472745,-2.948782011,0.552041677,-3.886324236,-1.499982514,-0.770407833,-0.607221994,-6.744083943
72.42726878,-0.72696242,-0.786734046,-2.486485594,-2.948802742,0.549701599,-3.888591724,-1.499973014,-0.785220519,-0.612093913,-6.741689219
72.51411203,-0.734982316,-0.787647387,-2.487498443,-2.948823474,0.547361521,-3.890859213,-1.499963514,-0.800033205,-0.616965832,-6.739294496
72.60095528,-0.743002211,-0.788560728,-2.488511291,-2.948844205,0.545021443,-3.893126701,-1.499954014,-0.814845892,-0.621837751,-6.736899773
72.68779852,-0.751022107,-0.78947407,-2.48952414,-2.948864937,0.542681365,-3.89539419,-1.499944514,-0.829658578,-0.626709669,-6.734505049
72.77464177,-0.759042003,-0.790387411,-2.490536989,-2.948885668,0.540341286,-3.897661678,-1.499935015,-0.844471264,-0.631581588,-6.732110326
72.86148502,-0.767061898,-0.791300752,-2.491549837,-2.9489064,0.538001208,-3.899929166,-1.499925515,-0.859283951,-0.636453507,-6.729715602
72.94832827,-0.775081794,-0.792214094,-2.492562686,-2.948927131,0.53566113,-3.902196655,-1.499916015,-0.874096637,-0.641325426,-6.727320879
73.03517152,-0.78310169,-0.793127435,-2.493575534,-2.948947863,0.533321052,-3.904464143,-1.499906515,-0.888909324,-0.646197345,-6.724926156
73.12201476,-0.791121585,-0.794040777,-2.494588383,-2.948968594,0.530980974,-3.906731631,-1.499897015,-0.90372201,-0.651069263,-6.722531432
73.20885801,-0.799141481,-0.794954118,-2.495601232,-2.948989326,0.528640895,-3.90899912,-1.499887516,-0.918534696,-0.655941182,-6.720136709
73.29570126,-0.807161377,-0.795867459,-2.49661408,-2.949010057,0.526300817,-3.911266608,-1.499878016,-0.933347383,-0.660813101,-6.717741986
73.38254451,-0.815181273,-0.796780801,-2.497626929,-2.949030789,0.523960739,-3.913534097,-1.499868516,-0.948160069,-0.66568502,-6.715347262
73.46938776,-0.823201168,-0.797694142,-2.498639777,-2.94905152,0.521620661,-3.915801585,-1.499859016,-0.962972755,-0.670556939,-6.712952539
73.556231,-0.831221064,-0.798607483,-2.499652626,-2.949072252,0.519280583,-3.918069073,-1.499849516,-0.977785442,-0.675428857,-6.710557815
73.64307425,-0.83924096,-0.799520825,-2.500665475,-2.949092983,0.516940505,-3.920336562,-1.499840016,-0.992598128,-0.680300776,-6.708163092
73.7299175,-0.847260855,-0.800434166,-2.501678323,-2.949113715,0.514600426,-3.92260405,-1.499830517,-1.007410814,-0.685172695,-6.705768369
73.81676075,-0.855280751,-0.801347507,-2.502691172,-2.949134446,0.512260348,-3.924871539,-1.499821017,-1.022223501,-0.690044614,-6.703373645
73.90360399,-0.863300647,-0.802260849,-2.503704021,-2.949155178,0.50992027,-3.927139027,-1.499811517,-1.037036187,-0.694916533,-6.700978922
73.99044724,-0.871320542,-0.80317419,-2.504716869,-2.949175909,0.507580192,-3.929406515,-1.499802017,-1.051848873,-0.699788451,-6.698584198
74.07729049,-0.879340438,-0.804087532,-2.505729718,-2.949196641,0.505240114,-3.931674004,-1.499792517,-1.06666156,-0.70466037,-6.696189475
74.16413374,-0.887360334,-0.805000873,-2.506742566,-2.949217372,0.502900036,-3.933941492,-1.499783018,-1.081474246,-0.709532289,-6.693794752
74.25097699,-0.895380229,-0.805914214,-2.507755415,-2.949238104,0.500559957,-3.93620898,-1.499773518,-1.096286932,-0.714404208,-6.691400028
74.33782023,-0.903400125,-0.806827556,-2.508768264,-2.949258835,0.498219879,-3.938476469,-1.499764018,-1.111099619,-0.719276127,-6.689005305
74.42466348,-0.911420021,-0.807740897,-2.509781112,-2.949279567,0.495879801,-3.940743957,-1.499754518,-1.125912305,-0.724148045,-6.686610581
74.51150673,-0.919439916,-0.808654238,-2.510793961,-2.949300298,0.493539723,-3.943011446,-1.499745018,-1.140724991,-0.729019964,-6.684215858
74.59834998,-0.927459812,-0.80956758,-2.51180681,-2.94932103,0.491199645,-3.945278934,-1.499735518,-1.155537678,-0.733891883,-6.681821135
74.68519323,-0.935479708,-0.810480921,-2.512819658,-2.949341761,0.488859567,-3.947546422,-1.499726019,-1.170350364,-0.738763802,-6.679426411
74.77203647,-0.943499603,-0.811394263,-2.513832507,-2.949362493,0.486519488,-3.949813911,-1.499716519,-1.18516305,-0.743635721,-6.677031688
74.85887972,-0.951519499,-0.812307604,-2.514845355,-2.949383224,0.48417941,-3.952081399,-1.499707019,-1.199975737,-0.748507639,-6.674636964
74.94572297,-0.959539395,-0.813220945,-2.515858204,-2.949403956,0.481839332,-3.954348887,-1.499697519,-1.214788423,-0.753379558,-6.672242241
75.03256622,-0.96755929,-0.814134287,-2.516871053,-2.949424687,0.479499254,-3.956616376,-1.499688019,-1.229601109,-0.758251477,-6.669847518
75.11940947,-0.975579186,-0.815047628,-2.517883901,-2.949445419,0.477159176,-3.958883864,-1.49967852,-1.244413796,-0.763123396,-6.667452794
75.20625271,-0.983599082,-0.815960969,-2.51889675,-2.94946615,0.474819098,-3.961151353,-1.49966902,-1.259226482,-0.767995315,-6.665058071
75.29309596,-0.991618977,-0.816874311,-2.519909598,-2.949486882,0.472479019,-3.963418841,-1.49965952,-1.274039168,-0.772867233,-6.662663348
75.37993921,-0.999638873,-0.817787652,-2.520922447,-2.949507613,0.470138941,-3.965686329,-1.49965002,-1.288851855,-0.777739152,-6.660268624
75.46678246,-1.007658769,-0.818700993,-2.521935296,-2.949528345,0.467798863,-3.967953818,-1.49964052,-1.303664541,-0.782611071,-6.657873901
75.55362571,-1.015678664,-0.819614335,-2.522948144,-2.949549076,0.465458785,-3.970221306,-1.49963102,-1.318477228,-0.78748299,-6.655479177
