,YRN-16 01,YRN-16 02,YRN-16 03,YRN-16 04,YRN-16 05,T(YRN) YRN-16-1908 1,T(YRN) YRN-16-1908 2,T(YRN) YRN-16-1908 3,T(YRN) YRN-16-1908 4,T(YRN) YRN-16-1908 5
98.48024316,-2.498332092,-1.060736455,-0.026675907,-2.955022192,0.424063106,-3.226752104,-1.497123068,0.088680872,-0.709469125,-6.023272202
98.56708641,-2.50164413,-1.061649797,-0.019296402,-2.955042923,0.424720411,-3.225537547,-1.497113569,0.088358358,-0.708378116,-6.020877479
98.65392966,-2.504956169,-1.062563138,-0.011916897,-2.955063655,0.425377717,-3.224322991,-1.497104069,0.088035844,-0.707287107,-6.018482755
98.7407729,-2.508268207,-1.063476479,-0.004537391,-2.955084386,0.426035022,-3.223108434,-1.497094569,0.087713329,-0.706196097,-6.016088032
98.82761615,-2.511580245,-1.064389821,0.002842114,-2.955105118,0.426692327,-3.221893878,-1.497085069,0.087390815,-0.705105088,-6.013693309
98.9144594,-2.514892284,-1.065303162,0.010221619,-2.955125849,0.427349633,-3.220679322,-1.497075569,0.087068301,-0.704014078,-6.011298585
99.00130265,-2.518204322,-1.066216504,0.017601124,-2.955146581,0.428006938,-3.219464765,-1.49706607,0.086745787,-0.702923069,-6.008903862
99.0881459,-2.521516361,-1.067129845,0.024980629,-2.955167312,0.428664244,-3.218250209,-1.49705657,0.086423272,-0.701832059,-6.006509138
99.17498914,-2.524828399,-1.068043186,0.032360135,-2.955188044,0.429321549,-3.217035653,-1.49704707,0.086100758,-0.70074105,-6.004114415
99.26183239,-2.528140437,-1.068956528,0.03973964,-2.955208775,0.429978855,-3.215821096,-1.49703757,0.085778244,-0.69965004,-6.001719692
99.34867564,-2.531452476,-1.069869869,0.047119145,-2.955229507,0.43063616,-3.21460654,-1.49702807,0.085455729,-0.698559031,-5.999324968
99.43551889,-2.534764514,-1.07078321,0.05449865,-2.955250238,0.431293465,-3.213391983,-1.49701857,0.085133215,-0.697468021,-5.996930245
99.52236214,-2.538076553,-1.071696552,0.061878155,-2.95527097,0.431950771,-3.212177427,-1.497009071,0.084810701,-0.696377012,-5.994535521
99.60920538,-2.541388591,-1.072609893,0.069257661,-2.955291701,0.432608076,-3.210962871,-1.496999571,0.084488187,-0.695286002,-5.992140798
99.69604863,-2.544700629,-1.073523234,0.076637166,-2.955312433,0.433265382,-3.209748314,-1.496990071,0.084165672,-0.694194993,-5.989746075
99.78289188,-2.548012668,-1.074436576,0.084016671,-2.955333164,0.433922687,-3.208533758,-1.496980571,0.083843158,-0.693103983,-5.987351351
99.86973513,-2.551324706,-1.075349917,0.091396176,-2.955353896,0.434579992,-3.207319201,-1.496971071,0.083520644,-0.692012974,-5.984956628
99.95657838,-2.554636745,-1.076263259,0.098775681,-2.955374627,0.435237298,-3.206104645,-1.496961572,0.08319813,-0.690921965,-5.982561905
100.0434216,-2.557948783,-1.0771766,0.106155187,-2.955395359,0.435894603,-3.204890089,-1.496952072,0.082875615,-0.689830955,-5.980167181
100.1302649,-2.561260821,-1.078089941,0.113534692,-2.95541609,0.436551909,-3.203675532,-1.496942572,0.082553101,-0.688739946,-5.977772458
100.2171081,-2.56457286,-1.079003283,0.120914197,-2.955436822,0.437209214,-3.202460976,-1.496933072,0.082230587,-0.687648936,-5.975377734
100.3039514,-2.567884898,-1.079916624,0.128293702,-2.955457553,0.437866519,-3.20124642,-1.496923572,0.081908073,-0.686557927,-5.972983011
100.3907946,-2.571196937,-1.080829965,0.135673207,-2.955478285,0.438523825,-3.200031863,-1.496914072,0.081585558,-0.685466917,-5.970588288
100.4776379,-2.574508975,-1.081743307,0.143052713,-2.955499016,0.43918113,-3.198817307,-1.496904573,0.081263044,-0.684375908,-5.968193564
100.5644811,-2.577821013,-1.082656648,0.150432218,-2.955519748,0.439838436,-3.19760275,-1.496895073,0.08094053,-0.683284898,-5.965798841
100.6513244,-2.581133052,-1.08356999,0.157811723,-2.955540479,0.440495741,-3.196388194,-1.496885573,0.080618015,-0.682193889,-5.963404117
100.7381676,-2.58444509,-1.084483331,0.165191228,-2.955561211,0.441153046,-3.195173638,-1.496876073,0.080295501,-0.681102879,-5.961009394
100.8250109,-2.587757129,-1.085396672,0.172570733,-2.955581942,0.441810352,-3.193959081,-1.496866573,0.079972987,-0.68001187,-5.958614671
100.9118541,-2.591069167,-1.086310014,0.179950239,-2.955602674,0.442467657,-3.192744525,-1.496857074,0.079650473,-0.67892086,-5.721236477
100.9986974,-2.594381206,-1.087223355,0.187329744,-2.955623405,0.443124963,-3.191529969,-1.496847574,0.079327958,-0.677829851,-5.338894105
101.0855406,-2.597693244,-1.088136696,0.194709249,-2.955644137,0.443782268,-3.190315412,-1.496838074,0.079005444,-0.676738842,-4.956551733
101.1723838,-2.601005282,-1.089050038,0.202088754,-2.955664868,0.444439574,-3.189100856,-1.496828574,0.07868293,-0.675647832,-4.574209361
101.2592271,-2.604317321,-1.089963379,0.209468259,-2.9556856,0.445096879,-3.187886299,-1.496819074,0.078360416,-0.674556823,-4.191866989
101.3460703,-2.607629359,-1.09087672,0.216847765,-2.955706331,0.445754184,-3.186671743,-1.496809574,0.078037901,-0.673465813,-3.809524617
101.4329136,-2.610941398,-1.091790062,0.22422727,-2.955727063,0.44641149,-3.185457187,-1.496800075,0.077715387,-0.672374804,-3.427182245
101.5197568,-2.614253436,-1.092703403,0.231606775,-2.955747794,0.447068795,-3.18424263,-1.496790575,0.077392873,-0.671283794,-3.044839873
101.6066001,-2.617565474,-1.093616745,0.23898628,-2.955768526,0.447726101,-3.183028074,-1.496781075,0.077070359,-0.670192785,-2.662497501
101.6934433,-2.620877513,-1.094530086,0.24696187,-2.955789257,0.448383406,-3.181813517,-1.496771575,0.076747844,-0.669101775,-2.280155129
101.7802866,-2.624189551,-1.095443427,0.26481011,-2.955809989,0.449040711,-3.180598961,-1.496762075,0.07642533,-0.668010766,-1.897812757
101.8671298,-2.62750159,-1.096356769,0.28265835,-2.95583072,0.449698017,-3.179384405,-1.496752576,0.076102816,-0.666919756,-1.792675201
101.9539731,-2.630813628,-1.09727011,0.30050659,-2.955851452,0.450355322,-3.178169848,-1.496743076,0.075780301,-0.665828747,-1.791413958
102.0408163,-2.634125666,-1.098183451,0.318354829,-2.955872183,0.451012628,-3.176955292,-1.496733576,0.075457787,-0.664737737,-1.790152716
102.1276596,-2.637437705,-1.099096793,0.336203069,-2.955892915,0.451669933,-3.175740736,-1.496724076,0.075135273,-0.663646728,-1.788891473
102.2145028,-2.640749743,-1.100010134,0.354051309,-2.955913646,0.452327238,-3.174526179,-1.496714576,0.074812759,-0.662555719,-1.787630231
102.3013461,-2.644061782,-1.100923475,0.371899549,-2.955934378,0.452984544,-3.173311623,-1.496705076,0.074490244,-0.661464709,-1.786368988
102.3881893,-2.64737382,-1.101836817,0.389747789,-2.955955109,0.453641849,-3.172097066,-1.496695577,0.07416773,-0.6603737,-1.785107746
102.4750326,-2.650685858,-1.102750158,0.407596029,-2.955975841,0.454299155,-3.17088251,-1.496686077,0.073845216,-0.65928269,-1.783846504
102.5618758,-2.653997897,-1.1036635,0.425444268,-2.955996572,0.45495646,-3.169667954,-1.496676577,0.073522702,-0.658191681,-1.782585261
102.6487191,-2.657309935,-1.104576841,0.443292508,-2.956017304,0.455613766,-3.168453397,-1.496667077,0.073200187,-0.657100671,-1.781324019
102.7355623,-2.660621974,-1.105490182,0.461140748,-2.956038035,0.456271071,-3.167238841,-1.496657577,0.072877673,-0.656009662,-1.780062776
102.8224056,-2.663934012,-1.106403524,0.478988988,-2.956058767,0.456928376,-3.166024284,-1.496648078,0.072555159,-0.654918652,-1.778801534
102.9092488,-2.66724605,-1.107316865,0.496837228,-2.956079498,0.457585682,-3.164809728,-1.496638578,0.072232645,-0.653827643,-1.777540291
102.9960921,-2.670558089,-1.108230206,0.514685468,-2.95610023,0.458242987,-3.163595172,-1.496629078,0.07191013,-0.652736633,-1.776279049
103.0829353,-2.673870127,-1.109143548,0.532533707,-2.956120961,0.458900293,-3.162380615,-1.496619578,0.071587616,-0.651645624,-1.775017806
103.1697785,-2.677182166,-1.110056889,0.550381947,-2.956141693,0.459557598,-3.161166059,-1.496610078,0.071265102,-0.650554614,-1.773756564
103.2566218,-2.680494204,-1.11097023,0.568230187,-2.956162424,0.460214903,-3.159951503,-1.496600578,0.070942588,-0.649463605,-1.772495321
103.343465,-2.683806243,-1.111883572,0.586078427,-2.956183156,0.460872209,-3.158736946,-1.496591079,0.070620073,-0.648372596,-1.771234079
103.4303083,-2.687118281,-1.112796913,0.603926667,-2.956203887,0.461529514,-3.15752239,-1.496581579,0.070297559,-0.647281586,-1.769972837
103.5171515,-2.690430319,-1.113710255,0.621774907,-2.956224619,0.46218682,-3.156307833,-1.496572079,0.069975045,-0.646190577,-1.768711594
103.6039948,-2.693742358,-1.114623596,0.639623146,-2.95624535,0.462844125,-3.155093277,-1.496562579,0.06965253,-0.645099567,-1.767450352
103.690838,-2.697054396,-1.115536937,0.657471386,-2.956266082,0.46350143,-3.153878721,-1.496553079,0.069330016,-0.644008558,-1.766189109
103.7776813,-2.700366435,-1.116450279,0.675319626,-2.956286813,0.464158736,-3.152664164,-1.49654358,0.069007502,-0.642917548,-1.764927867
103.8645245,-2.703678473,-1.11736362,0.693167866,-2.956307545,0.464816041,-3.151449608,-1.49653408,0.068684988,-0.641826539,-1.763666624
103.9513678,-2.706990511,-1.118276961,0.711016106,-2.956328276,0.465473347,-3.150235051,-1.49652458,0.068362473,-0.640735529,-1.762405382
104.038211,-2.71030255,-1.119190303,0.728864346,-2.956349008,0.466130652,-3.149020495,-1.49651508,0.068039959,-0.63964452,-1.761144139
104.1250543,-2.713614588,-1.120103644,-0.176074963,-2.956369739,0.466787957,-3.147805939,-1.49650558,0.067717445,-0.63855351,-1.759882897
104.2118975,-2.716926627,-1.121016986,-2.529903257,-2.956390471,0.467445263,-3.146591382,-1.49649608,0.067394931,-0.637462501,-1.758621654
104.2987408,-2.720238665,-1.121930327,-3.912308621,-2.956411202,0.468102568,-3.145376826,-1.496486581,0.067072416,-0.636371491,-1.757360412
104.385584,-2.723550703,-1.122843668,-3.91294861,-2.956431934,0.468759874,-3.14416227,-1.496477081,0.066749902,-0.635280482,-1.756099169
104.4724273,-2.726862742,-1.12375701,-3.913588598,-2.956452665,0.469417179,-3.142947713,-1.496467581,0.066427388,-0.634189473,-1.754837927
104.5592705,-2.73017478,-1.124670351,-3.914228587,-2.956473397,0.470074485,-3.141733157,-1.496458081,0.066104874,-0.633098463,-1.753576685
104.6461138,-2.733486819,-1.125583692,-3.914868575,-2.956494128,0.47073179,-3.1405186,-1.496448581,0.065782359,-0.632007454,-1.752315442
104.732957,-2.736798857,-1.126497034,-3.915508563,-2.95651486,0.471389095,-3.139304044,-1.496439082,0.065459845,-0.630916444,-1.7510542
104.8198003,-2.740110895,-1.127410375,-3.916148552,-2.956535591,0.472046401,-3.138089488,-1.496429582,0.065137331,-0.629825435,-1.749792957
104.9066435,-2.743422934,-1.128323716,-3.91678854,-2.956556323,0.472703706,-3.136874931,-1.496420082,0.064814816,-0.628734425,-1.748531715
104.9934868,-2.746734972,-1.129237058,-3.917428529,-2.956577054,0.473361012,-3.135660375,-1.496410582,0.064492302,-0.627643416,-1.747270472
105.08033,-2.750047011,-1.130150399,-3.918068517,-2.956597786,0.474018317,-3.134445818,-1.496401082,0.064169788,-0.626552406,-1.74600923
105.1671733,-2.753359049,-1.131063741,-3.918708505,-2.956618517,0.474675622,-3.133231262,-1.496391582,0.063847274,-0.625461397,-1.744747987
105.2540165,-2.756671087,-1.131977082,-3.919348494,-2.956639249,0.475332928,-3.132016706,-1.496382083,0.063524759,-0.624370387,-1.743486745
105.3408597,-2.759983126,-1.132890423,-3.919988482,-2.95665998,0.475990233,-3.130802149,-1.496372583,0.063202245,-0.623279378,-1.742225502
105.427703,-2.763295164,-1.133803765,-3.920628471,-2.956680712,0.476647539,-3.129587593,-1.496363083,0.062879731,-0.622188368,-1.74096426
105.5145462,-2.766607203,-1.134717106,-3.921268459,-2.956701443,0.477304844,-3.128373037,-1.496353583,0.062557217,-0.621097359,-1.739703018
105.6013895,-2.769919241,-1.135630447,-3.921908448,-2.956722175,0.477962149,-3.12715848,-1.496344083,0.062234702,-0.62000635,-1.738441775
105.6882327,-2.77323128,-1.136543789,-3.922548436,-2.956742906,0.478619455,-3.125943924,-1.496334584,0.061912188,-0.61891534,-1.737180533
105.775076,-2.776543318,-1.13745713,-3.923188424,-2.956763638,0.47927676,-3.124729367,-1.496325084,0.061589674,-0.617824331,-1.73591929
105.8619192,-2.779855356,-1.138370471,-3.923828413,-2.956784369,0.479934066,-3.123514811,-1.496315584,0.06126716,-0.616733321,-1.734658048
105.9487625,-2.783167395,-1.139283813,-3.924468401,-2.956805101,0.480591371,-3.122300255,-1.496306084,0.060944645,-0.615642312,-1.733396805
106.0356057,-2.786479433,-1.140197154,-3.92510839,-2.956825832,0.481248677,-3.121085698,-1.496296584,0.060622131,-0.614551302,-1.732135563
106.122449,-2.789791472,-1.141110496,-3.925748378,-2.956846564,0.481905982,-3.119871142,-1.496287084,0.060299617,-0.613460293,-1.73087432
106.2092922,-2.79310351,-1.142023837,-3.926388367,-2.956867295,0.482563287,-3.118656585,-1.496277585,0.059977102,-0.612369283,-1.729613078
106.2961355,-2.796415548,-1.142937178,-3.927028355,-2.956888027,0.483220593,-3.117442029,-1.496268085,0.059654588,-0.611278274,-1.728351835
106.3829787,-2.799727587,-1.14385052,-3.927668343,-2.956908758,0.483877898,-3.116227473,-1.496258585,0.059332074,-0.610187264,-1.727090593
106.469822,-2.803039625,-1.144763861,-3.928308332,-2.95692949,0.484535204,-3.115012916,-1.496249085,0.05900956,-0.609096255,-1.72582935
106.5566652,-2.806351664,-1.145677202,-3.92894832,-2.956950221,0.485192509,-3.11379836,-1.496239585,0.058687045,-0.608005245,-1.724568108
106.6435085,-2.809663702,-1.146590544,-3.929588309,-2.956970953,0.485849814,-3.112583804,-1.496230086,0.058364531,-0.606914236,-1.723306866
106.7303517,-2.81297574,-1.147503885,-3.930228297,-2.956991684,0.48650712,-3.111369247,-1.496220586,0.058042017,-0.605823227,-1.722045623
106.817195,-2.816287779,-1.148417226,-3.930868286,-2.957012416,0.487164425,-3.110154691,-1.496211086,0.057719503,-0.604732217,-1.720784381
106.9040382,-2.819599817,-1.149330568,-3.931508274,-2.957033147,0.487821731,-3.108940134,-1.496201586,0.057396988,-0.603641208,-1.719523138
106.9908815,-2.822911856,-1.150243909,-3.932148262,-2.957053879,0.488479036,-3.107725578,-1.496192086,0.057074474,-0.602550198,-1.718261896
107.0777247,-2.826223894,-1.151157251,-3.932788251,-2.95707461,0.489136341,-3.106511022,-1.496182586,0.05675196,-0.601459189,-1.717000653
107.164568,-2.829535932,-1.152070592,-3.933428239,-2.957095342,0.489793647,-3.105296465,-1.496173087,0.056429446,-0.600368179,-1.715739411
107.2514112,-2.832847971,-1.152983933,-3.934068228,-2.957116073,0.490450952,-3.104081909,-1.496163587,0.056106931,-0.59927717,-1.714478168
107.3382545,-2.836160009,-1.153897275,-3.934708216,-2.957136805,0.491108258,-3.102867353,-1.496154087,0.055784417,-0.59818616,-1.713216926
107.4250977,-2.839472048,-1.154810616,-3.935348205,-2.957157536,0.491765563,-3.101652796,-1.496144587,0.055461903,-0.597095151,-1.711955683
107.5119409,-2.842784086,-1.155723957,-3.935988193,-2.957178268,0.492422868,-3.10043824,-1.496135087,0.055139389,-0.596004141,-1.710694441
107.5987842,-2.846096124,-1.156637299,-3.936628181,-2.957198999,0.493080174,-3.099223683,-1.496125588,0.054816874,-0.594913132,-1.709433198
107.6856274,-2.849408163,-1.15755064,-3.93726817,-2.957219731,0.493737479,-3.098009127,-1.496116088,0.05449436,-0.593822122,-1.708171956
107.7724707,-2.852720201,-1.158463982,-3.937908158,-2.957240462,0.494394785,-3.096794571,-1.496106588,0.054171846,-0.592731113,-1.706910714
107.8593139,-2.85603224,-1.159377323,-3.938548147,-2.957261194,0.49505209,-3.095580014,-1.496097088,0.053849331,-0.591640104,-1.705649471
107.9461572,-2.859344278,-1.160290664,-3.939188135,-2.957281925,0.495709396,-3.094365458,-1.496087588,0.053526817,-0.590549094,-1.704388229
108.0330004,-2.862656317,-1.161204006,-3.939828124,-2.957302657,0.496366701,-3.093150901,-1.496078088,0.053204303,-0.589458085,-1.703126986
108.1198437,-2.865968355,-1.162117347,-3.940468112,-2.957323388,0.497024006,-3.091936345,-1.496068589,0.052881789,-0.588367075,-1.701865744
108.2066869,-2.869280393,-1.163030688,-3.9411081,-2.95734412,0.497681312,-3.090721789,-1.496059089,0.052559274,-0.587276066,-1.700604501
108.2935302,-2.872592432,-1.16394403,-3.941748089,-2.957364851,0.498338617,-3.089507232,-1.496049589,0.05223676,-0.586185056,-1.699343259
108.3803734,-2.87590447,-1.164857371,-3.942388077,-2.957385583,0.498995923,-3.088292676,-1.496040089,0.051914246,-0.585094047,-1.698082016
108.4672167,-2.879216509,-1.165770712,-3.943028066,-2.957406314,0.499653228,-3.08707812,-1.496030589,0.051591732,-0.584003037,-1.696820774
108.5540599,-2.882528547,-1.166684054,-3.943668054,-2.957427046,0.500310533,-3.085863563,-1.49602109,0.051269217,-0.582912028,-1.695559531
108.6409032,-2.885840585,-1.167597395,-3.944308043,-2.957447777,0.500967839,-3.084649007,-1.49601159,0.050946703,-0.581821018,-1.694298289
108.7277464,-2.889152624,-1.168510737,-3.944948031,-2.957468509,0.501625144,-3.08343445,-1.49600209,0.050624189,-0.580730009,-1.693037047
108.8145897,-2.892464662,-1.169424078,-3.945588019,-2.95748924,0.50228245,-3.082219894,-1.49599259,0.050301675,-0.579638999,-1.691775804
108.9014329,-2.895776701,-1.170337419,-3.946228008,-2.957509972,0.502939755,-3.081005338,-1.49598309,0.04997916,-0.57854799,-1.690514562
108.9882762,-2.899088739,-1.171250761,-3.946867996,-2.957530703,0.50359706,-3.079790781,-1.49597359,0.049656646,-0.577456981,-1.689253319
109.0751194,-2.902400777,-1.172164102,-3.947507985,-2.957551435,0.504254366,-3.078576225,-1.495964091,0.049334132,-0.576365971,-1.687992077
109.1619627,-2.905712816,-1.173077443,-3.948147973,-2.957572166,0.504911671,-3.077361668,-1.495954591,0.049011617,-0.575274962,-1.686730834
109.2488059,-2.909024854,-1.173990785,-3.948787961,-2.957592898,0.508095398,-3.076147112,-1.495945091,0.048689103,-0.574183952,-1.685469592
109.3356492,-2.912336893,-1.174904126,-3.94942795,-2.957613629,0.513067606,-3.074932556,-1.495935591,0.048366589,-0.573092943,-1.684208349
109.4224924,-2.915648931,-1.175817467,-3.950067938,-2.957634361,0.518039814,-3.073717999,-1.495926091,0.048044075,-0.572001933,-1.682947107
109.5093356,-2.918960969,-1.176730809,-3.950707927,-2.957655092,0.523012022,-3.072503443,-1.495916592,0.04772156,-0.570910924,-1.681685864
109.5961789,-2.922273008,-1.17764415,-3.951347915,-2.957675824,0.52798423,-3.071288887,-1.495907092,0.047399046,-0.569819914,-1.680424622
109.6830221,-2.925585046,-1.178557492,-3.951987904,-2.957696555,0.532956437,-3.07007433,-1.495897592,0.047076532,-0.568728905,-1.679163379
109.7698654,-2.928897085,-1.179470833,-3.952627892,-2.957717287,0.537928645,-3.068859774,-1.495888092,0.046754018,-0.567637895,-1.677902137
109.8567086,-2.932209123,-1.180384174,-3.95326788,-2.957738018,0.542900853,-3.067645217,-1.495878592,0.046431503,-0.566546886,-1.676640895
109.9435519,-2.935521161,-1.181297516,-3.953907869,-2.95775875,0.547873061,-3.066430661,-1.495869092,0.046108989,-0.565455876,-1.675379652
110.0303951,-2.9388332,-1.182210857,-3.954547857,-2.957779481,0.552845269,-3.065216105,-1.495859593,0.045786475,-0.564364867,-1.67411841
110.1172384,-2.942145238,-1.183124198,-3.955187846,-2.957800213,0.557817476,-3.064001548,-1.495850093,0.045463961,-0.563273857,-1.672857167
110.2040816,-2.945457277,-1.18403754,-3.955827834,-2.957820944,0.562789684,-3.062786992,-1.495840593,0.045141446,-0.562182848,-1.671595925
110.2909249,-2.948769315,-1.184950881,-3.956467823,-2.957841676,0.567761892,-3.061572435,-1.495831093,0.044818932,-0.561091839,-1.670334682
110.3777681,-2.952081354,-1.185864222,-3.957107811,-2.957862407,0.5727341,-3.060357879,-1.495821593,0.044496418,-0.560000829,-1.66907344
110.4646114,-2.955393392,-1.186777564,-3.957747799,-2.957883139,0.577706308,-3.059143323,-1.495812094,0.044173903,-0.55890982,-1.667812197
110.5514546,-2.95870543,-1.187690905,-3.958387788,-2.95790387,0.582678516,-3.057928766,-1.495802594,0.043851389,-0.55781881,-1.666550955
110.6382979,-2.962017469,-1.188604247,-3.959027776,-2.957924602,0.587650723,-3.05671421,-1.495793094,0.043528875,-0.556727801,-1.665289712
110.7251411,-2.965329507,-1.189517588,-3.959667765,-2.957945333,0.592622931,-3.055499654,-1.495783594,0.043206361,-0.555636791,-1.66402847
110.8119844,-2.968641546,-1.190430929,-3.960307753,-2.957966065,0.597595139,-3.054285097,-1.495774094,0.042883846,-0.554545782,-1.662767228
110.8988276,-2.971953584,-1.191344271,-3.960947742,-2.957986796,0.602567347,-3.053070541,-1.495764594,0.042561332,-0.553454772,-1.661505985
110.9856709,-2.975265622,-1.192257612,-3.96158773,-2.958007528,0.607539555,-3.051855984,-1.495755095,0.042238818,-0.552363763,-1.660244743
111.0725141,-2.978577661,-1.193170953,-3.962227718,-2.958028259,0.612511763,-3.050641428,-1.495745595,0.041916304,-0.551272753,-1.6589835
111.1593574,-2.981889699,-1.194084295,-3.962867707,-2.958048991,0.61748397,-3.049426872,-1.495736095,0.041593789,-0.550181744,-1.657722258
111.2462006,-2.985201738,-1.194997636,-3.963507695,-2.958069722,0.622456178,-3.048212315,-1.495726595,0.041271275,-0.549090734,-1.656461015
111.3330439,-2.988513776,-1.195910978,-3.964147684,-2.958090454,0.627428386,-3.046997759,-1.495717095,0.040948761,-0.547999725,-1.655199773
111.4198871,-2.991825814,-1.196824319,-3.964787672,-2.958111185,0.632400594,-3.045783202,-1.495707596,0.040626247,-0.546908716,-1.65393853
111.5067304,-2.995137853,-1.19773766,-3.965427661,-2.958131917,0.637372802,-3.044568646,-1.495698096,0.040303732,-0.545817706,-1.652677288
111.5935736,-2.998449891,-1.198651002,-3.966067649,-2.958152648,0.64234501,-3.04335409,-1.495688596,0.039981218,-0.544726697,-1.651416045
111.6804168,-3.00176193,-1.199564343,-3.966707637,-2.95817338,0.647317217,-3.042139533,-1.495679096,0.039658704,-0.543635687,-1.650154803
111.7672601,-3.005073968,-1.200477684,-3.967347626,-2.928849423,0.652289425,-3.040924977,-1.495669596,0.039336189,-0.542544678,-1.64889356
111.8541033,-3.008386006,-1.201391026,-3.967987614,-2.895003673,0.657261633,-3.039710421,-1.495660096,0.039013675,-0.541453668,-1.647632318
111.9409466,-3.011698045,-1.202304367,-3.968627603,-2.861157923,0.662233841,-3.038495864,-1.495650597,0.038691161,-0.540362659,-1.646371076
112.0277898,-3.015010083,-1.203217708,-3.969267591,-2.827312173,0.667206049,-3.037281308,-1.495641097,0.038368647,-0.539271649,-1.645109833
112.1146331,-3.018322122,-1.20413105,-3.96990758,-2.793466424,0.672178257,-3.036066751,-1.495631597,0.038046132,-0.53818064,-1.643848591
112.2014763,-3.02163416,-1.205044391,-3.970547568,-2.759620674,0.677150464,-3.034852195,-1.495622097,0.037723618,-0.53708963,-1.642587348
112.2883196,-3.024946198,-1.205957733,-3.971187556,-2.725774924,0.682122672,-3.033637639,-1.495612597,0.037401104,-0.535998621,-1.641326106
112.3751628,-3.028258237,-1.206871074,-3.971827545,-2.691929174,0.68709488,-3.032423082,-1.495603098,0.03707859,-0.534907611,-1.640064863
112.4620061,-3.031570275,-1.207784415,-3.972467533,-2.658083425,0.692067088,-3.031208526,-1.495593598,0.036756075,-0.533816602,-1.638803621
112.5488493,-3.034882314,-1.208697757,-3.973107522,-2.624237675,0.697039296,-3.029993969,-1.495584098,0.036433561,-0.532725593,-1.637542378
112.6356926,-3.038194352,-1.209611098,-3.97374751,-2.590391925,0.702011504,-3.028779413,-1.495574598,0.036111047,-0.531634583,-1.636281136
112.7225358,-3.041506391,-1.210524439,-3.974387498,-2.556546175,0.706983711,-3.027564857,-1.495565098,0.035788533,-0.530543574,-1.635019893
112.8093791,-3.044818429,-1.211437781,-3.975027487,-2.522700426,0.711955919,-3.0263503,-1.495555598,0.035466018,-0.529452564,-1.633758651
112.8962223,-3.048130467,-1.212351122,-3.975667475,-2.488854676,0.716928127,-3.025135744,-1.495546099,0.035143504,-0.528361555,-1.632497408
112.9830656,-3.051442506,-1.213264463,-3.976307464,-2.455008926,0.721900335,-3.023921188,-1.495536599,0.03482099,-0.527270545,-1.631236166
113.0699088,-3.054754544,-1.214177805,-3.976947452,-2.421163176,0.726872543,-3.022706631,-1.495527099,0.034498476,-0.526179536,-1.629974924
113.1567521,-3.058066583,-1.215091146,-3.977587441,-2.387317427,0.731844751,-3.021492075,-1.495517599,0.034175961,-0.525088526,-1.628713681
113.2435953,-3.061378621,-1.216004488,-3.978227429,-2.353471677,0.736816958,-3.020277518,-1.495508099,0.033853447,-0.523997517,-1.627452439
113.3304386,-3.064690659,-1.216917829,-3.978867417,-2.319625927,0.741789166,-3.019062962,-1.4954986,0.033530933,-0.522906507,-1.626191196
113.4172818,-3.068002698,-1.21783117,-3.979507406,-2.285780177,0.746761374,-3.017848406,-1.4954891,0.033208418,-0.521815498,-1.624929954
113.5041251,-3.071314736,-1.218744512,-3.980147394,-2.251934428,0.751733582,-3.016633849,-1.4954796,0.032885904,-0.520724488,-1.623668711
113.5909683,-3.074626775,-1.219657853,-3.980787383,-2.218088678,0.75670579,-3.015419293,-1.4954701,0.03256339,-0.519633479,-1.622407469
113.6778116,-3.077938813,-1.220571194,-3.981427371,-2.184242928,0.761677998,-3.014204737,-1.4954606,0.032240876,-0.51854247,-1.621146226
113.7646548,-3.081250851,-1.221484536,-3.98206736,-2.150397178,0.766650205,-3.01299018,-1.4954511,0.031918361,-0.51745146,-1.619884984
113.851498,-3.08456289,-1.222397877,-3.982707348,-2.116551429,0.771622413,-3.011775624,-1.495441601,0.031595847,-0.516360451,-1.618623741
113.9383413,-3.087874928,-1.223311218,-3.983347336,-2.082705679,0.776594621,-3.010561067,-1.495432101,0.031273333,-0.515269441,-1.617362499
114.0251845,-3.091186967,-1.22422456,-3.983987325,-2.048859929,0.781566829,-3.009346511,-1.495422601,0.030950819,-0.514178432,-1.616101257
114.1120278,-3.094499005,-1.225137901,-3.984627313,-2.015014179,0.786539037,-3.008131955,-1.495413101,0.030628304,-0.513087422,-1.614840014
114.198871,-3.099162851,-1.226051243,-3.985267302,-1.98116843,0.791511245,-3.006917398,-1.495403601,0.03030579,-0.511996413,-1.613578772
114.2857143,-3.109054206,-1.226964584,-3.98590729,-1.94732268,0.796483452,-3.005702842,-1.495394102,0.029983276,-0.510905403,-1.612317529
114.3725575,-3.118945562,-1.227877925,-3.986547279,-1.91347693,0.80145566,-3.004488285,-1.495384602,0.029660762,-0.509814394,-1.611056287
114.4594008,-3.128836917,-1.228791267,-3.987187267,-1.879631181,0.806427868,-3.003273729,-1.495375102,0.029338247,-0.508723384,-1.609795044
114.546244,-3.138728273,-1.229704608,-3.987827255,-1.845785431,0.811400076,-3.002059173,-1.495365602,0.029015733,-0.507632375,-1.608533802
114.6330873,-3.148619628,-1.230617949,-3.988467244,-1.811939681,0.816372284,-3.000844616,-1.495356102,0.028693219,-0.506541365,-1.607272559
114.7199305,-3.158510984,-1.231531291,-3.989107232,-1.778093931,0.821344491,-2.99963006,-1.495346602,0.028370704,-0.505450356,-1.606011317
